_id,case-name,cpu,duration,frame,git-branch,git-commit,git-datetime,git-timestamp,machine,nodename,returncode,test-name,test-size,uuid
5b3454758ea11a32dce2bc00,11_exact_2d_nc_p0,1,0.745818088,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,bf67be540ff54d42a52e236fd0f92f48
5b3456c38ea11a32dce2d560,10_exact_2d_cc,1,0.777318468,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,a42bd482dc224f92b26535bdb2e05cc4
5b3458cc8ea11a32dce2ecfb,10_exact_2d_cc,1,0.750869063,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,092769b01c3b4a268db793e2a9ca8e41
5b345b1c8ea11a32dce304f8,11_exact_2d_nc_p0,1,0.738592618,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,d6a6861d6da1419f830d1295ff87177e
5b345d258ea11a32dce31d7b,11_exact_2d_nc_p0,1,0.737865726,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,216069b0b4b9490ebef1079001ed78ca
5b345f2a8ea11a32dce334f8,10_exact_2d_cc,1,0.796893867,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,9e492776856543f2b9776d46b7eb03c4
5b3461358ea11a32dce34cba,10_exact_2d_cc,1,0.741172301,Whole Program,master,37980c5c55afd246174045d94401f47d1ee5d524,2018-06-19 18:34:05,1529426045,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,4e581aad6847405aae56d6c84e42886a
5b34634f8ea11a4bc95f05a1,10_exact_2d_cc,1,0.753902522,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,d78f4ec0ad654041891db7537ab83d2f
5b3465558ea11a4bc95f1cd8,11_exact_2d_nc_p0,1,0.798127077,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,d42edadb9e4749afa5117eecf5df96c3
5b3467af8ea11a4bc95f3529,10_exact_2d_cc,1,0.787533858,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,3c97cb1251474f98a51b1e632223efc1
5b3469b78ea11a4bc95f4c60,10_exact_2d_cc,1,0.824647006,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,ef001762b6664b08a39e2b939da9675b
5b346c098ea11a4bc95f63c9,11_exact_2d_nc_p0,1,0.724432873,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,68b85f102c0a48a3a49fa9f52e6669e1
5b346e5f8ea11a4bc95f7bc1,11_exact_2d_nc_p0,1,0.763672108,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,a18b8ad320a54e108dc437b266cb5b29
5b3470668ea11a4bc95f93e9,11_exact_2d_nc_p0,1,0.758231909,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,b60af438ed62493cb845fea44cd8dde4
5b3472718ea11a4bc95fabca,11_exact_2d_nc_p0,1,0.76237434,Whole Program,master,1e87021d5225573aef14a1e95d78f4a5d3a92302,2018-06-19 15:48:31,1529416111,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,7c5f4002c2224f22a56f12da63158265
5b3476ef8ea11adbbd6301d2,11_exact_2d_nc_p0,1,0.742754169,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,f247b5f0939640d8b252118ade9ba14a
5b3476ef8ea11adbbd6302c2,10_exact_2d_cc,1,0.758838633,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,c60dc5956343447ea1692b94790165d1
5b3478fe8ea11adbbd632d68,11_exact_2d_nc_p0,1,0.70744254,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,dfa7336d83bc49a7b273be4582864d64
5b347b018ea11adbbd6344b3,10_exact_2d_cc,1,0.75270868,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,cf81d3c9c1274984969943c8bb2e29cd
5b347d088ea11adbbd635c73,10_exact_2d_cc,1,0.769972263,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,11e1218ae5754bafaa11cca594129bc9
5b347f188ea11adbbd637440,10_exact_2d_cc,1,0.788753049,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,d934ba88e63344cc91d20be797bba676
5b3481668ea11adbbd638c22,10_exact_2d_cc,1,0.811011874,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1052,d9053c71cd3844a9b3fc0fcf56abbc7c
5b34836f8ea11adbbd63a359,11_exact_2d_nc_p0,1,0.770320779,Whole Program,master,f8d25c620fe33eac99513eca0b4e7f5fb1628d80,2018-06-19 11:03:17,1529398997,charon.nti.tul.cz,charon,1,12_darcy_frac,1040,b189fdc9d1ce4d49b1c4398ce4ba0de2
