case-name,cpu,duration,frame,git-branch,git-commit,git-datetime,git-timestamp,machine,nodename,test-name,test-size,uuid
03_piezo,1,1.120222478,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,bce9e46fc88f413b9b6724b17e33369e
10_exact_2d_cc,1,0.887291602,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,1052,f8c114d635b745f183609e2a0caa4586
02_unsteady_MH_time_dep,1,0.886788964,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,20,ede84b1be2654e16a12b60f5dbd28fe0
01_square,1,1.553713777,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,942,675af7c3549246258a6e7ddd1134eb09
03_1d_horizontal,1,13.631014051,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,200,bcd95e0e3f3a4d79bfe19be2c204e7ad
02_1d_dirichlet,1,11.24450264,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,2a61549046d846daabdbe829e16f5aee
04_2d_horizontal,1,11.079541574,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,356,fe92f99a92a048aab10b293f2ef38589
01_1d,1,11.384032767,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,90597cde79014372aee2ae3076e1a6a5
01_sources_small,1,0.662766176,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,40,992c725d27a340148b4db466bda5b9f4
03_bc,1,1.230611348,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,800,f7251d7b80594eadbb2bce0135b29b0f
02_sources,1,5.272255659,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,20_solute_fv,2148,0b24d3be61cd4027a445c55a0e951579
02_fv_dp_sorp_vtk,1,3.078823017,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,4c6e184ada06428ab3ee387417558937
03_fv_dp_sorp_small,1,0.971707292,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,124,03208dcd46074fce9694af54bcc03325
04_y_branch,1,1.891328625,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,198,4e64ea9d4d314de3bf392599070ceda8
01_fv_dp_sorp_gmsh,1,2.837232138,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,21_solute_fv_frac,724,7f1002378b4f49048c2bccc826a33552
04_unsteady_flow,1,61.944584951,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,968,91fd12b53a6c4c6b84e345dc0772a268
02_bc,1,1.370660212,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,1080,898abf9ebf1b425d98034e3a35229e1b
01_fv_dp_sorp_small,1,1.22009155,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,124,e98b581a73cc4c56ad41f81e5f0df866
03_bc_short_pulse,1,0.762719461,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,22_solute_fv_time,250,3cbf821b6df54e3d8e5cd113baac153e
01_sources,1,10.000429727,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,2148,9542be127ce84319bcd09dec81819825
02_aniso_diff,1,5.218870873,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,24_solute_dg,942,012d624197514f438054719421f8eead
02_dirichlet,1,2.929858648,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,cab47c903cff432f9eddfdadb244651b
01_inflow,1,2.769274283,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,2a0086c5a8814191b107c8ea72642b02
04_diff_flux,1,2.839109423,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,4be11fa8cdbc41be92d7839160e5efdf
03_total_flux,1,2.88174015,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,25_solute_dg_bc,800,63b8db4d67c4423bb13451e1ba8f7fb2
05_diffusion_fracture,1,1.041439764,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,67,0a1e0d42b77a4c688021b0a5f3af94f7
04_y_branch,1,1.981788554,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,198,9122cc34439c45dfb07e59a59940de05
03_dg_dp_sorp_small,1,1.621783002,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,124,6f16036b6d714a72a455b02bf469fd0b
02_dg_dp,1,4.236456502,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,24d5ef4a8b7d4124b1bbfb11ebbf923e
01_vtk,1,2.774919003,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,26_solute_dg_frac,724,bc7c0179ecd94f16b9e5c66bd107b6ee
04_bc_short_pulse,1,3.510859599,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1312,d461fb67e42849c5ae85925549446420
05_unsteady_flow,1,16.491156835,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,800,66c5f8d7717a48f3ac2fdbcada724b57
03_bc,1,3.75520527,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,1080,c7ab0334393d43d09b238356ca214394
06_sources,1,11.448216231,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,2148,ee33a32bb91a401cb162d92df41105ed
01_frac_gmsh,1,4.373708804,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,724,9d9e4440d94348a7a257e3657dd36a56
02_dg_dp_sorp_small,1,2.354043537,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,27_solute_dg_time,124,c6a89869dbad4780a05f5d9033af355c
09_linear_var,1,10.629502762,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,13ea7f4744ff472a921a7423a888e301
01_simple,1,0.705573018,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,11,98a2586b0df0495eb0ba7884207d5b12
05_freundlich,1,4.823517143,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,1b50af5df9f64f64a28ed182ca127983
08_freundlich_var,1,16.299984698,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,adbbfe6ff8d9441dbc51c5f4fd6ed4d6
03_flow_trans_sorp,1,6.257839963,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,1a6ae116ec934ee0b2fea56a96ca8036
07_langmuir_var,1,11.109585794,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,e6e28e4cd1d64a0cb75e7140703f3664
06_linear,1,4.913041741,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,d1c017213fcf48ddbf6a6301473797d1
04_langmuir,1,4.940516634,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,4ce9751b0c5c45b2a0689913a43f3773
10_linear_dg,1,9.414980748,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,1306,70cebd05f8b94ebe96bae6ea0ab59b38
02_source,1,0.596664083,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,30_sorption,11,c65a0e88af664a95888ce1e6fd7ba4cd
04_sorp,1,0.718348441,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,2f5de629862449df8c2b6526650b1e29
06_cfl,1,0.613103249,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,5257d7f910304b938160dba43c05da10
05_sorp_reaction,1,0.711598795,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,e271dc11bcf94d519e18141a8e010297
01,1,0.691099506,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,a4460ae5f70844ee8a9bcbd8583aeb3e
02_time,1,0.562366869,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,c72e184250f74812bb07083bb52811ce
03_reaction,1,0.599811152,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,31_dual_por,40,6a5ba67889864fa7a36565cf234bdc29
03_3el_molar_mass,1,0.73959836,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,03f65b0edc4f48bba787dc345576fd01
04_3el_chain,1,0.816411963,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,6418c1a178d146c1a48ca908f3da138b
02_3el_cfl,1,0.582996905,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,140b28b2b45f49a8b8850e4fda842255
01_3el,1,0.83858107,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,32_decay,3,3727012d94044652bdc64135fe323ee4
01_3el_long,1,0.82604834,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,227f3ed8a49544559faba046a9de1b19
03_3el_cfl,1,0.601840506,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,5319c05dd3b4438d8371c849f24bd3e9
02_3el_6subst,1,0.871944045,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,33_reaction,3,b5bda868bf88419bab8cdc2d16c3dced
01_frac,1,4.122596573,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,34_sorption_dg,724,cff7f30b365147c29247d44c89774975
02_fast_frac_flow_slow_diff,1,8.265372338,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,34_sorption_dg,390,c5fe70c23b27457a8bc35a754ad2a87b
01_flow_heat,1,4.563126514,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1271,1979c7c24c1641a0945e4f43c7751a24
04_dif_por_2d,1,16.394789629,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,2718,1cd05f6917c24e8f9012f4d229a72f21
03_dif_por,1,6.978772971,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1054,aa92b6ea93934f8780e4069e7b01582a
02_flow_transport_heat,1,3.878661922,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,40_heat,1271,b0aff827ef434fcfb4360d025b4729f2
05_unsteady_LMH_exact,1,28.4794514,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,2721a62307b04ca08a13064fdaa9ef15
08_gravity,1,2.11023303,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,7021fbc0dad34b5e8a014607867c5954
07_unsteady_init_piezo,1,3.413892171,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,1054,fb0e819d9ed24ee8af1b978ed37f0979
04_source_LMH,1,2.641741418,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,afbde7eca6594a23a302c4f75e2102e4
03_unsteady_LMH,1,14.676752134,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,adda5eac0a934d54b0139df549592968
02_unsteady,1,3.211360413,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,e1866f2dd5f847b7b9df256cfc6dba7b
01_source,1,2.083493378,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,4016,ee103785c67a4418807a256b2253d161
06_unsteady_MH_exact,1,5.862579461,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,10_darcy,942,30ca0eaf0d9541a1888c42acb3b7ab93
05_seepage,1,2.258356686,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,7f68a4223c444d14b2c1580dc9dde282
01_dirichlet,1,0.92964798,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,e6d2bc99a60c4bec95c86adaddc45342
09_seepage_stagnation,1,1.665286125,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,957271f1473d48b3b3e1fbde36880544
04_total_flux,1,0.91735571,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,da68643b486e4778aad1302b79c15119
07_river_slope,1,1.149989924,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1350,c53d1aac0b8746d289411ae80505b795
02_neumann,1,0.835279443,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,cb061cd4ec0741f6909cf0bf236630fb
06_river_square,1,1.179286773,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,1054,2097928e89384ca596ba3eccfd9f023d
03_robin,1,0.930051438,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,c2aaecd829194c87b1112104d2162815
10_dirichlet_LMH,1,1.046512741,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,11_darcy_bc,942,0590ed5971a745a2804435902e7bcf81
04_bddc,1,1.220922374,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,65b7eb7a361f4405b24879a1024f2d18
03_piezo,1,1.143413109,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,8a862385314343c4845052af8e46a17a
06_cube,1,0.769633983,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,393,dbeabec4cfeb4c8dace7290dc3d5b080
01_gmsh,1,1.010784178,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,51d219f3e9a94ecea60f94af4f531678
02_vtk,1,1.00504277,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,831,15e683962e4944d1b6e8b11a4bf03609
05_square,1,0.566840682,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,44,f6a5ab0e77e049448f13c8d54cf80f01
31_surf_cube_23d_p0,1,67.508525232,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,51118,68e494e6c7284257a4cd41ba713781ed
30_surf_cube_cc,1,1.193731217,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,1406,c3624f86e72742e2af5cc05e0520c5bf
10_exact_2d_cc,1,0.782165905,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,12_darcy_frac,1052,2b2a2969e412439a9129647758051a8f
02_unsteady_MH_time_dep,1,0.90101847,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,20,65f8864cc6d145a39181ec9bd8e1f983
01_square,1,1.518370157,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,13_darcy_time,942,bf3ed25bf78f4f17beef60e4d2ae23f5
03_1d_horizontal,1,13.509332728,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,200,646e64183f474970b814c6d4287d9b62
04_2d_horizontal,1,11.098120198,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,356,cd4cc4b4387b4a9e819b1674fecac6c7
02_1d_dirichlet,1,11.17315663,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,2e13620ef70342f797860360b8cfde93
01_1d,1,11.321671197,Whole Program,master,6c6561d7d5c7dbd23ffb78c4e3969ee8b89d7783,2018-06-15 16:53:50,1529074430,charon.nti.tul.cz,charon,14_darcy_richards,250,70e8bbcbbbb84eda876ea236c0479d11
